id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Negative_1276,0.855,5.983,1.709,3.419,8.547,0.299,0.085,0.436,0.504,0.308,0.479,0.25,0.121,0.138,0.121,0.121,0.471,3.294,0.941,4.706,0
Negative_856,3.76,1.671,3.9,4.039,6.267,0.313,0.093,0.365,0.419,0.365,0.416,0.222,0.132,0.192,0.16,0.163,1.991,0.885,2.066,3.319,0
Negative_864,3.587,3.139,2.84,3.438,7.324,0.323,0.091,0.341,0.408,0.33,0.41,0.219,0.132,0.225,0.153,0.18,1.874,1.64,1.483,3.826,0
Positive_78,1.67,2.296,5.846,5.219,7.307,0.292,0.05,0.365,0.405,0.355,0.407,0.178,0.071,0.159,0.172,0.134,0.91,1.251,3.187,3.983,1
Negative_822,2.66,3.191,4.787,7.447,8.511,0.245,0.096,0.319,0.378,0.351,0.351,0.219,0.155,0.182,0.193,0.16,1.316,1.578,2.368,4.209,0
Negative_751,7.353,1.471,0.0,2.941,11.029,0.346,0.132,0.449,0.537,0.287,0.456,0.178,0.2,0.133,0.096,0.126,4.026,0.805,0.0,6.038,0
Negative_442,6.377,6.087,2.029,1.449,6.957,0.22,0.113,0.441,0.565,0.258,0.481,0.235,0.145,0.16,0.07,0.137,3.296,3.147,1.049,3.596,0
Negative_312,3.931,3.194,6.143,3.44,4.668,0.31,0.079,0.342,0.413,0.324,0.423,0.185,0.128,0.172,0.195,0.128,2.108,1.713,3.294,2.503,0
Positive_12,7.638,2.687,1.98,3.112,8.345,0.287,0.117,0.383,0.487,0.26,0.441,0.261,0.174,0.18,0.133,0.149,3.783,1.331,0.981,4.134,1
Negative_1100,5.528,4.02,2.513,3.015,7.538,0.241,0.126,0.387,0.482,0.357,0.417,0.293,0.207,0.197,0.131,0.182,2.914,2.119,1.325,3.973,0
Positive_784,6.593,2.198,6.044,8.242,2.198,0.187,0.104,0.258,0.346,0.412,0.313,0.282,0.127,0.21,0.177,0.16,3.451,1.15,3.163,1.15,1
Negative_964,5.128,2.564,5.128,5.556,4.701,0.278,0.068,0.295,0.372,0.419,0.359,0.245,0.12,0.258,0.18,0.206,2.917,1.458,2.917,2.674,0
Negative_1311,2.564,3.077,5.641,6.154,5.641,0.287,0.103,0.338,0.395,0.374,0.39,0.247,0.149,0.227,0.18,0.201,1.329,1.595,2.924,2.924,0
Positive_40,5.533,4.918,3.689,6.762,3.893,0.236,0.145,0.314,0.418,0.336,0.361,0.285,0.222,0.207,0.152,0.175,2.782,2.473,1.855,1.957,1
Positive_135,3.273,1.636,5.273,4.909,4.727,0.258,0.084,0.258,0.307,0.355,0.333,0.202,0.107,0.197,0.237,0.158,1.679,0.839,2.704,2.424,1
Negative_698,4.615,3.385,1.231,2.154,13.846,0.308,0.105,0.449,0.529,0.289,0.492,0.198,0.151,0.16,0.13,0.136,2.485,1.822,0.663,7.454,0
Positive_569,4.545,0.455,7.273,6.364,4.091,0.241,0.136,0.241,0.291,0.377,0.327,0.338,0.196,0.329,0.251,0.269,2.101,0.21,3.362,1.891,1
Positive_844,6.762,0.82,2.254,2.459,10.656,0.268,0.111,0.387,0.463,0.268,0.451,0.285,0.189,0.203,0.144,0.16,3.263,0.396,1.088,5.142,1
Positive_216,5.172,1.724,5.172,7.974,4.526,0.241,0.134,0.289,0.358,0.379,0.325,0.285,0.205,0.229,0.166,0.197,2.597,0.866,2.597,2.272,1
Negative_962,3.213,1.606,2.008,2.008,6.426,0.221,0.096,0.373,0.422,0.365,0.422,0.266,0.137,0.19,0.149,0.153,1.601,0.8,1.001,3.202,0
Negative_712,4.955,1.802,1.802,2.252,6.306,0.239,0.126,0.369,0.437,0.365,0.414,0.244,0.199,0.217,0.122,0.186,2.472,0.899,0.899,3.146,0
Negative_426,4.341,2.922,5.76,6.26,8.848,0.326,0.108,0.373,0.446,0.334,0.432,0.265,0.162,0.232,0.143,0.195,2.317,1.56,3.075,4.723,0
Positive_32,2.744,1.829,5.488,7.012,5.488,0.226,0.088,0.384,0.43,0.369,0.421,0.245,0.128,0.193,0.171,0.174,1.467,0.978,2.934,2.934,1
Positive_808,4.235,2.869,5.601,5.874,5.738,0.262,0.117,0.318,0.389,0.362,0.366,0.28,0.171,0.259,0.183,0.223,2.182,1.478,2.886,2.956,1
Negative_857,5.229,0.654,5.229,7.843,7.843,0.32,0.131,0.327,0.386,0.314,0.379,0.276,0.171,0.243,0.178,0.224,2.567,0.321,2.567,3.85,0
Positive_860,7.169,0.122,8.141,7.29,3.038,0.219,0.154,0.275,0.348,0.406,0.323,0.316,0.197,0.269,0.191,0.238,3.512,0.06,3.988,1.488,1
Negative_490,3.546,2.364,5.201,5.674,6.619,0.279,0.099,0.319,0.378,0.366,0.381,0.244,0.149,0.242,0.173,0.192,1.778,1.185,2.608,3.318,0
Positive_838,5.25,0.25,4.25,6.5,3.5,0.23,0.1,0.362,0.417,0.343,0.393,0.291,0.16,0.211,0.19,0.188,2.684,0.128,2.172,1.789,1
Negative_1223,3.191,8.511,6.383,7.447,6.383,0.191,0.085,0.309,0.426,0.383,0.351,0.226,0.151,0.161,0.14,0.14,1.827,4.873,3.655,3.655,0
Positive_321,4.8,0.533,5.2,6.0,6.133,0.271,0.112,0.331,0.384,0.339,0.404,0.264,0.187,0.246,0.19,0.195,2.372,0.263,2.569,3.03,1
Positive_1201,5.0,1.85,6.85,6.2,3.75,0.245,0.115,0.282,0.351,0.386,0.321,0.256,0.173,0.223,0.211,0.203,2.653,0.981,3.634,1.989,1
Negative_105,4.294,1.84,3.681,3.067,5.215,0.27,0.098,0.362,0.423,0.39,0.417,0.249,0.151,0.212,0.132,0.172,2.301,0.986,1.973,2.795,0
Positive_416,6.212,0.601,7.014,6.613,3.407,0.251,0.118,0.261,0.329,0.401,0.313,0.301,0.177,0.283,0.217,0.249,3.209,0.31,3.623,1.76,1
Negative_603,8.7,7.068,5.371,3.523,4.962,0.257,0.14,0.296,0.453,0.323,0.36,0.273,0.219,0.245,0.148,0.205,4.523,3.674,2.792,2.579,0
Negative_77,3.898,2.034,6.441,6.441,4.237,0.297,0.076,0.347,0.407,0.342,0.393,0.183,0.112,0.175,0.143,0.143,2.109,1.1,3.485,2.292,0
Negative_793,3.885,3.209,3.547,3.547,8.277,0.265,0.074,0.367,0.438,0.334,0.414,0.164,0.098,0.14,0.161,0.112,2.07,1.71,1.89,4.41,0
Negative_1203,4.221,2.76,5.357,4.87,7.792,0.265,0.104,0.367,0.437,0.354,0.419,0.236,0.159,0.193,0.156,0.156,2.221,1.452,2.819,4.1,0
Positive_17,3.866,4.639,7.99,3.093,4.639,0.265,0.07,0.294,0.379,0.379,0.351,0.183,0.103,0.178,0.183,0.15,2.091,2.509,4.322,2.509,1
Negative_164,1.648,0.549,7.143,3.297,15.934,0.407,0.06,0.407,0.429,0.368,0.495,0.11,0.099,0.122,0.133,0.094,0.946,0.315,4.102,9.15,0
Positive_777,5.164,1.408,7.042,5.634,2.817,0.235,0.127,0.305,0.371,0.413,0.347,0.316,0.208,0.274,0.179,0.231,2.685,0.732,3.662,1.465,1
Negative_178,2.979,3.83,2.128,3.404,10.213,0.306,0.055,0.404,0.472,0.302,0.451,0.184,0.098,0.141,0.137,0.124,1.56,2.006,1.114,5.348,0
Positive_374,3.874,3.148,7.506,3.874,2.906,0.24,0.085,0.283,0.354,0.402,0.344,0.226,0.133,0.194,0.172,0.16,2.081,1.691,4.031,1.561,1
Positive_683,6.316,1.955,5.113,6.165,5.714,0.248,0.137,0.28,0.362,0.373,0.334,0.268,0.184,0.245,0.203,0.208,3.152,0.976,2.552,2.851,1
Negative_918,7.031,3.125,1.172,8.984,7.422,0.273,0.152,0.301,0.402,0.277,0.371,0.271,0.196,0.227,0.212,0.176,3.379,1.502,0.563,3.567,0
Negative_1296,5.217,13.913,3.478,0.87,6.957,0.27,0.061,0.339,0.53,0.261,0.374,0.167,0.096,0.202,0.061,0.167,2.928,7.808,1.952,3.904,0
Negative_1310,5.405,1.689,5.743,3.378,6.419,0.274,0.095,0.334,0.405,0.318,0.405,0.258,0.149,0.231,0.203,0.19,2.647,0.827,2.813,3.144,0
Positive_265,6.25,1.724,5.819,5.819,4.957,0.274,0.11,0.276,0.356,0.336,0.334,0.259,0.162,0.261,0.22,0.227,3.169,0.874,2.95,2.513,1
Negative_782,2.404,0.481,4.808,3.846,3.365,0.447,0.053,0.519,0.548,0.284,0.572,0.106,0.097,0.097,0.068,0.077,1.515,0.303,3.029,2.12,0
Positive_255,7.184,1.553,5.825,4.078,6.796,0.317,0.161,0.32,0.408,0.388,0.373,0.235,0.239,0.224,0.173,0.196,3.932,0.85,3.188,3.72,1
Negative_777,4.688,0.781,7.422,3.125,7.031,0.211,0.07,0.336,0.391,0.504,0.363,0.282,0.129,0.251,0.129,0.235,2.746,0.457,4.348,4.119,0
Positive_865,2.339,0.0,10.526,3.704,4.678,0.203,0.07,0.324,0.347,0.378,0.368,0.172,0.098,0.135,0.236,0.123,1.206,0.0,5.427,2.412,1
Negative_273,5.449,0.442,2.651,3.24,9.72,0.29,0.138,0.395,0.454,0.325,0.442,0.255,0.181,0.168,0.161,0.142,2.709,0.22,1.318,4.832,0
Positive_476,5.03,5.325,5.325,7.101,4.438,0.232,0.127,0.287,0.391,0.395,0.337,0.314,0.203,0.274,0.159,0.243,2.664,2.82,2.82,2.35,1
Positive_1024,5.187,1.66,8.714,5.394,6.432,0.293,0.102,0.282,0.351,0.405,0.342,0.21,0.168,0.231,0.185,0.189,2.833,0.907,4.759,3.513,1
Positive_1202,6.087,1.826,3.565,4.609,6.087,0.239,0.122,0.3,0.379,0.387,0.355,0.281,0.189,0.246,0.191,0.211,3.11,0.933,1.821,3.11,1
Positive_1173,3.3,2.64,2.64,2.97,5.611,0.231,0.069,0.399,0.459,0.343,0.449,0.272,0.123,0.192,0.129,0.156,1.708,1.367,1.367,2.905,1
Negative_598,0.321,6.09,1.603,2.244,2.885,0.311,0.003,0.753,0.817,0.096,0.782,0.042,0.006,0.035,0.029,0.026,0.225,4.276,1.125,2.025,0
Positive_864,4.467,1.241,4.715,13.896,3.722,0.233,0.097,0.275,0.333,0.308,0.342,0.279,0.119,0.251,0.182,0.204,2.111,0.586,2.228,1.759,1
Positive_999,6.226,1.362,7.004,6.42,3.307,0.253,0.111,0.348,0.424,0.35,0.403,0.255,0.177,0.209,0.154,0.168,3.24,0.709,3.645,1.721,1
Negative_885,5.263,1.754,3.008,2.757,8.521,0.236,0.103,0.366,0.436,0.328,0.404,0.274,0.161,0.214,0.136,0.186,2.557,0.852,1.461,4.139,0
Negative_764,4.472,1.408,3.354,1.159,9.027,0.335,0.156,0.485,0.544,0.333,0.52,0.223,0.247,0.17,0.071,0.147,2.501,0.787,1.875,5.048,0
Positive_1143,5.082,2.198,5.632,6.044,5.632,0.28,0.12,0.284,0.357,0.361,0.371,0.264,0.199,0.268,0.198,0.208,2.549,1.102,2.825,2.825,1
Positive_299,1.258,0.0,7.233,2.201,6.918,0.346,0.047,0.368,0.381,0.396,0.418,0.132,0.088,0.136,0.164,0.104,0.729,0.0,4.193,4.01,1
Positive_858,7.299,0.0,7.178,6.569,2.433,0.215,0.152,0.281,0.354,0.399,0.324,0.315,0.206,0.252,0.191,0.224,3.561,0.0,3.502,1.187,1
Negative_296,4.566,4.566,5.479,4.566,5.023,0.324,0.078,0.315,0.406,0.329,0.379,0.197,0.128,0.202,0.188,0.165,2.432,2.432,2.918,2.675,0
Negative_720,2.734,1.562,1.562,1.953,16.016,0.406,0.09,0.48,0.523,0.32,0.543,0.137,0.129,0.122,0.11,0.106,1.608,0.919,0.919,9.422,0
Positive_1083,4.407,4.407,4.068,6.102,5.085,0.224,0.159,0.247,0.336,0.434,0.281,0.303,0.204,0.289,0.184,0.279,2.281,2.281,2.105,2.632,1
Positive_903,3.675,1.354,5.996,4.255,6.77,0.259,0.108,0.286,0.337,0.422,0.338,0.225,0.157,0.202,0.205,0.169,1.914,0.705,3.122,3.525,1
Positive_1217,2.205,2.52,4.724,1.732,5.197,0.301,0.043,0.378,0.425,0.351,0.433,0.136,0.073,0.123,0.156,0.096,1.249,1.427,2.675,2.943,1
Negative_1102,4.969,4.969,3.106,5.59,3.727,0.155,0.13,0.298,0.398,0.41,0.311,0.388,0.188,0.3,0.175,0.294,2.528,2.528,1.581,1.896,0
Negative_739,4.062,1.875,5.312,5.625,4.688,0.253,0.091,0.391,0.45,0.362,0.425,0.232,0.132,0.197,0.122,0.182,2.221,1.025,2.905,2.563,0
Negative_114,3.82,1.315,2.567,3.444,10.144,0.325,0.14,0.393,0.444,0.354,0.435,0.228,0.2,0.172,0.148,0.154,1.998,0.688,1.343,5.305,0
Positive_359,6.542,1.202,4.673,6.542,6.142,0.29,0.144,0.295,0.372,0.352,0.348,0.226,0.215,0.245,0.211,0.197,3.402,0.625,2.43,3.194,1
Positive_1215,6.171,1.741,5.696,3.165,5.063,0.302,0.117,0.305,0.384,0.359,0.384,0.242,0.174,0.241,0.185,0.19,3.228,0.911,2.979,2.648,1
Negative_447,5.357,2.857,2.857,4.643,8.214,0.243,0.132,0.307,0.389,0.4,0.339,0.28,0.19,0.24,0.125,0.222,2.717,1.449,1.449,4.166,0
Negative_1257,5.369,4.698,3.356,3.356,11.409,0.336,0.081,0.362,0.463,0.315,0.396,0.223,0.142,0.203,0.149,0.182,2.845,2.489,1.778,6.045,0
Negative_224,3.306,0.0,3.306,0.0,9.091,0.248,0.05,0.347,0.38,0.405,0.388,0.217,0.067,0.167,0.217,0.142,1.724,0.0,1.724,4.741,0
Negative_18,6.329,2.532,2.532,2.532,10.127,0.291,0.089,0.405,0.494,0.253,0.456,0.179,0.167,0.167,0.128,0.141,3.15,1.26,1.26,5.04,0
Negative_182,3.704,1.852,5.698,2.422,7.977,0.335,0.075,0.387,0.443,0.396,0.444,0.2,0.12,0.155,0.123,0.134,2.077,1.039,3.196,4.474,0
Negative_384,3.323,2.719,3.625,3.323,6.042,0.245,0.112,0.32,0.381,0.353,0.393,0.279,0.182,0.242,0.197,0.2,1.637,1.339,1.786,2.976,0
Negative_214,5.446,0.495,2.97,2.97,12.871,0.287,0.104,0.416,0.475,0.292,0.436,0.229,0.164,0.139,0.144,0.124,2.705,0.246,1.475,6.393,0
Positive_111,5.769,1.282,4.487,4.487,4.808,0.25,0.125,0.269,0.34,0.426,0.33,0.293,0.186,0.28,0.203,0.241,2.923,0.65,2.273,2.436,1
Negative_268,3.103,2.069,3.103,4.138,9.31,0.307,0.097,0.403,0.455,0.272,0.445,0.201,0.125,0.156,0.128,0.135,1.553,1.035,1.553,4.659,0
Negative_126,2.695,2.395,2.096,1.796,13.473,0.269,0.108,0.404,0.455,0.323,0.425,0.261,0.159,0.216,0.147,0.204,1.285,1.142,0.999,6.422,0
Positive_177,5.223,1.197,3.808,7.726,7.835,0.248,0.161,0.35,0.415,0.368,0.383,0.284,0.217,0.191,0.158,0.171,2.65,0.607,1.932,3.975,1
Positive_1082,6.263,0.626,5.428,4.384,5.219,0.324,0.109,0.29,0.359,0.332,0.355,0.211,0.163,0.226,0.23,0.195,3.167,0.317,2.745,2.639,1
Negative_416,4.641,3.797,3.094,7.595,7.314,0.298,0.12,0.352,0.436,0.321,0.405,0.246,0.177,0.211,0.149,0.172,2.441,1.997,1.628,3.848,0
Positive_980,4.532,0.906,6.949,6.949,4.23,0.278,0.118,0.272,0.326,0.426,0.344,0.264,0.2,0.248,0.191,0.218,2.349,0.47,3.602,2.192,1
Positive_475,5.097,2.184,5.583,5.583,6.311,0.289,0.092,0.367,0.439,0.347,0.427,0.234,0.151,0.214,0.161,0.168,2.715,1.163,2.974,3.361,1
Negative_17,1.695,1.695,1.695,3.39,6.78,0.492,0.017,0.475,0.508,0.136,0.61,0.172,0.034,0.19,0.069,0.121,0.944,0.944,0.944,3.777,0
Positive_932,5.907,1.055,6.118,5.696,4.219,0.306,0.099,0.297,0.367,0.348,0.369,0.245,0.167,0.256,0.211,0.222,3.004,0.537,3.112,2.146,1
Positive_1032,5.512,0.984,7.087,7.283,5.315,0.236,0.106,0.281,0.346,0.402,0.329,0.27,0.176,0.247,0.203,0.213,2.821,0.504,3.627,2.72,1
Positive_449,2.404,0.0,6.25,10.577,4.808,0.197,0.091,0.332,0.356,0.389,0.361,0.353,0.155,0.242,0.15,0.222,1.182,0.0,3.072,2.363,1
Positive_1072,5.217,2.899,7.053,4.638,4.638,0.226,0.11,0.322,0.403,0.377,0.363,0.255,0.182,0.209,0.154,0.188,2.721,1.512,3.679,2.419,1
Negative_1023,4.996,3.033,3.479,2.498,5.62,0.256,0.098,0.36,0.44,0.337,0.424,0.233,0.157,0.206,0.171,0.161,2.526,1.533,1.759,2.841,0
Negative_87,2.01,2.01,3.015,8.543,9.045,0.236,0.075,0.352,0.392,0.322,0.382,0.328,0.116,0.247,0.202,0.232,0.96,0.96,1.439,4.318,0
Positive_1131,5.479,2.283,4.11,5.479,3.196,0.283,0.11,0.251,0.329,0.333,0.356,0.257,0.183,0.294,0.22,0.22,2.833,1.181,2.125,1.653,1
Negative_724,5.357,1.607,3.214,3.393,9.464,0.291,0.093,0.384,0.454,0.327,0.443,0.202,0.161,0.165,0.134,0.132,2.807,0.842,1.684,4.958,0
Positive_243,4.261,0.932,2.929,3.196,8.256,0.314,0.1,0.341,0.393,0.326,0.434,0.212,0.16,0.228,0.167,0.156,2.146,0.469,1.475,4.159,1
Positive_1192,5.342,0.994,4.969,5.839,4.596,0.256,0.123,0.278,0.342,0.39,0.339,0.276,0.193,0.256,0.213,0.214,2.724,0.507,2.534,2.344,1
Negative_76,4.138,2.529,4.138,5.977,6.897,0.285,0.11,0.326,0.393,0.359,0.389,0.219,0.173,0.212,0.184,0.177,2.161,1.321,2.161,3.602,0
Negative_1292,2.122,1.132,0.849,3.253,4.668,0.198,0.154,0.366,0.399,0.342,0.395,0.302,0.16,0.157,0.224,0.135,1.013,0.54,0.405,2.228,0
Negative_685,3.275,1.092,5.459,2.838,7.424,0.282,0.083,0.371,0.415,0.434,0.393,0.335,0.127,0.219,0.125,0.206,1.865,0.622,3.108,4.227,0
Negative_1114,5.965,1.754,2.105,2.456,7.719,0.239,0.112,0.425,0.502,0.337,0.453,0.254,0.19,0.141,0.102,0.134,3.059,0.899,1.079,3.958,0
Positive_57,2.695,2.965,3.235,1.078,7.008,0.28,0.057,0.402,0.458,0.315,0.445,0.165,0.089,0.114,0.127,0.089,1.398,1.538,1.678,3.635,1
Negative_658,2.586,4.755,2.204,1.701,9.84,0.468,0.06,0.572,0.646,0.219,0.611,0.15,0.102,0.128,0.071,0.103,1.597,2.936,1.361,6.075,0
Negative_191,3.093,1.031,4.124,10.309,9.278,0.32,0.113,0.34,0.381,0.309,0.402,0.188,0.167,0.177,0.208,0.156,1.599,0.533,2.132,4.797,0
Negative_1070,5.0,5.769,4.231,4.615,2.692,0.277,0.096,0.288,0.396,0.35,0.369,0.251,0.17,0.236,0.162,0.189,2.668,3.078,2.258,1.436,0
Negative_252,3.892,4.341,2.545,1.946,11.527,0.352,0.079,0.448,0.53,0.28,0.484,0.195,0.129,0.141,0.102,0.123,2.064,2.302,1.349,6.112,0
Negative_7,4.032,1.613,3.226,1.613,8.871,0.25,0.056,0.476,0.532,0.298,0.492,0.293,0.081,0.171,0.089,0.171,1.997,0.799,1.598,4.393,0
Negative_847,3.692,2.154,8.0,4.308,5.385,0.269,0.071,0.378,0.437,0.346,0.42,0.185,0.112,0.148,0.136,0.122,2.017,1.177,4.37,2.941,0
Positive_846,6.129,0.897,2.392,3.288,10.164,0.269,0.118,0.345,0.416,0.299,0.411,0.249,0.18,0.202,0.162,0.169,2.96,0.433,1.155,4.909,1
Positive_1124,4.808,1.538,6.346,7.308,4.038,0.223,0.117,0.348,0.412,0.356,0.39,0.308,0.175,0.225,0.181,0.198,2.439,0.78,3.219,2.048,1
Positive_105,1.597,1.397,9.98,4.192,5.389,0.261,0.058,0.327,0.357,0.403,0.375,0.19,0.08,0.166,0.18,0.148,0.859,0.751,5.368,2.899,1
Negative_540,5.545,6.109,2.538,10.62,3.853,0.205,0.171,0.279,0.396,0.318,0.317,0.302,0.206,0.191,0.206,0.157,2.817,3.103,1.289,1.957,0
Negative_946,4.516,4.444,3.035,3.288,6.25,0.264,0.106,0.36,0.449,0.345,0.398,0.275,0.168,0.212,0.142,0.186,2.344,2.307,1.575,3.244,0
Positive_138,6.269,0.896,6.866,10.746,4.179,0.245,0.143,0.281,0.352,0.355,0.343,0.272,0.198,0.275,0.231,0.228,3.102,0.443,3.398,2.068,1
Positive_1142,7.257,1.046,4.982,11.501,4.49,0.235,0.15,0.293,0.376,0.349,0.338,0.282,0.191,0.237,0.194,0.202,3.675,0.53,2.523,2.274,1
Negative_791,5.415,2.166,5.054,6.137,4.332,0.274,0.108,0.365,0.44,0.329,0.419,0.236,0.159,0.221,0.163,0.185,2.814,1.126,2.627,2.252,0
Positive_513,4.225,2.817,5.634,9.859,5.634,0.211,0.127,0.324,0.394,0.352,0.352,0.314,0.171,0.214,0.143,0.214,2.15,1.434,2.867,2.867,1
Negative_719,4.876,2.852,3.496,5.244,6.532,0.224,0.097,0.326,0.403,0.365,0.365,0.311,0.168,0.247,0.165,0.223,2.452,1.434,1.758,3.285,0
Positive_909,6.15,2.278,2.961,5.695,7.973,0.319,0.146,0.36,0.444,0.349,0.408,0.196,0.196,0.185,0.139,0.16,3.328,1.233,1.602,4.315,1
Negative_788,0.0,4.902,0.98,1.961,0.98,0.304,0.078,0.176,0.225,0.255,0.353,0.188,0.119,0.238,0.198,0.129,0.0,2.331,0.466,0.466,0
Positive_30,3.364,2.804,4.486,5.234,4.86,0.207,0.097,0.383,0.445,0.336,0.419,0.266,0.14,0.182,0.159,0.165,1.686,1.405,2.248,2.435,1
Positive_1063,4.491,1.321,6.341,6.341,4.095,0.28,0.107,0.303,0.361,0.354,0.349,0.263,0.167,0.246,0.183,0.218,2.248,0.661,3.173,2.049,1
Negative_759,4.264,4.264,2.985,2.132,7.463,0.284,0.102,0.401,0.486,0.296,0.465,0.237,0.158,0.143,0.128,0.115,2.157,2.157,1.51,3.775,0
Positive_376,3.922,1.961,5.042,4.482,4.762,0.261,0.081,0.317,0.375,0.364,0.367,0.157,0.121,0.146,0.169,0.121,2.069,1.034,2.659,2.512,1
Negative_700,3.857,1.543,3.015,3.576,7.854,0.284,0.097,0.351,0.405,0.37,0.406,0.255,0.159,0.234,0.164,0.192,1.995,0.798,1.56,4.063,0
Positive_501,4.242,2.424,6.061,8.485,3.636,0.218,0.115,0.345,0.412,0.303,0.382,0.341,0.171,0.207,0.183,0.189,2.098,1.199,2.997,1.798,1
Negative_643,6.504,4.065,3.252,4.878,5.691,0.203,0.146,0.276,0.382,0.374,0.309,0.254,0.23,0.221,0.172,0.197,3.188,1.993,1.594,2.79,0
Negative_45,1.639,0.0,0.0,6.557,42.623,0.475,0.016,0.689,0.705,0.18,0.689,0.233,0.017,0.0,0.017,0.0,1.06,0.0,0.0,27.568,0
Negative_522,5.714,3.673,5.306,1.633,2.857,0.237,0.131,0.314,0.408,0.437,0.351,0.246,0.213,0.221,0.123,0.201,3.058,1.966,2.84,1.529,0
Positive_993,3.066,1.887,9.434,4.717,3.302,0.245,0.094,0.285,0.335,0.413,0.323,0.251,0.142,0.208,0.161,0.194,1.56,0.96,4.799,1.68,1
Positive_1214,2.648,3.115,9.813,5.14,4.05,0.232,0.065,0.301,0.358,0.383,0.355,0.193,0.103,0.179,0.189,0.153,1.416,1.665,5.246,2.165,1
Negative_226,2.609,4.783,3.043,9.565,10.87,0.335,0.104,0.343,0.417,0.313,0.417,0.197,0.127,0.223,0.179,0.162,1.381,2.532,1.611,5.755,0
Negative_441,5.172,0.0,3.448,6.034,11.207,0.302,0.112,0.379,0.431,0.362,0.422,0.209,0.174,0.157,0.113,0.139,2.787,0.0,1.858,6.039,0
Negative_1206,0.0,6.173,0.0,0.0,1.235,0.358,0.0,0.543,0.605,0.037,0.778,0.025,0.0,0.037,0.013,0.025,0.0,2.966,0.0,0.593,0
Positive_718,5.505,0.917,4.702,5.849,6.307,0.264,0.115,0.364,0.428,0.315,0.411,0.238,0.161,0.197,0.153,0.168,2.749,0.458,2.348,3.149,1
Positive_307,3.526,1.603,2.885,7.051,6.41,0.276,0.109,0.321,0.372,0.372,0.381,0.219,0.141,0.219,0.177,0.161,1.831,0.833,1.498,3.329,1
Positive_1134,5.634,0.704,0.0,7.746,4.93,0.303,0.085,0.387,0.451,0.282,0.479,0.255,0.135,0.234,0.135,0.17,3.082,0.385,0.0,2.697,1
Negative_576,1.587,6.349,0.0,0.0,7.937,0.381,0.016,0.46,0.54,0.127,0.651,0.048,0.032,0.081,0.081,0.032,0.807,3.23,0.0,4.038,0
Negative_810,4.094,3.509,6.725,4.386,5.556,0.278,0.096,0.333,0.409,0.377,0.401,0.258,0.155,0.226,0.15,0.196,2.186,1.874,3.591,2.967,0
Positive_874,6.02,0.986,4.67,3.944,5.501,0.281,0.113,0.335,0.405,0.327,0.41,0.252,0.18,0.227,0.182,0.179,2.997,0.491,2.325,2.739,1
Negative_392,2.079,4.99,4.366,3.119,7.069,0.277,0.075,0.356,0.426,0.376,0.399,0.194,0.121,0.16,0.121,0.14,1.155,2.772,2.425,3.927,0
Negative_419,7.582,2.459,3.074,2.254,5.738,0.27,0.121,0.344,0.445,0.342,0.402,0.242,0.191,0.201,0.146,0.166,3.782,1.227,1.533,2.862,0
Negative_942,4.501,2.086,2.525,4.501,10.648,0.308,0.108,0.383,0.449,0.321,0.436,0.232,0.179,0.198,0.137,0.169,2.339,1.084,1.312,5.533,0
Positive_886,5.811,0.0,6.538,7.022,3.632,0.276,0.128,0.358,0.416,0.375,0.407,0.245,0.189,0.197,0.158,0.165,3.096,0.0,3.483,1.935,1
Positive_799,5.794,0.748,7.103,6.355,2.43,0.277,0.138,0.28,0.346,0.383,0.351,0.258,0.206,0.283,0.182,0.217,2.937,0.379,3.6,1.232,1
Positive_182,4.175,1.771,7.084,4.175,3.858,0.24,0.093,0.303,0.362,0.405,0.352,0.244,0.144,0.219,0.192,0.184,2.186,0.927,3.709,2.02,1
Positive_159,7.767,0.0,8.738,4.854,4.854,0.204,0.136,0.272,0.35,0.408,0.311,0.382,0.225,0.353,0.225,0.314,3.663,0.0,4.121,2.289,1
Positive_205,6.203,2.233,4.715,8.437,5.955,0.238,0.132,0.266,0.35,0.367,0.328,0.286,0.216,0.281,0.219,0.229,3.053,1.099,2.321,2.931,1
Negative_768,5.921,1.974,3.289,6.579,9.211,0.257,0.138,0.375,0.454,0.283,0.401,0.258,0.205,0.205,0.139,0.192,2.833,0.945,1.574,4.407,0
Positive_743,3.429,2.0,2.286,4.571,6.857,0.251,0.083,0.343,0.397,0.357,0.397,0.241,0.106,0.198,0.14,0.163,1.736,1.013,1.157,3.472,1
Negative_523,2.256,2.256,7.519,3.008,7.519,0.316,0.06,0.346,0.391,0.383,0.414,0.136,0.083,0.159,0.205,0.121,1.314,1.314,4.38,4.38,0
Negative_1121,2.372,1.581,3.557,3.953,6.719,0.316,0.059,0.395,0.435,0.281,0.486,0.127,0.083,0.163,0.155,0.095,1.258,0.839,1.887,3.564,0
Positive_658,6.168,1.308,2.804,5.421,3.925,0.241,0.15,0.301,0.376,0.357,0.37,0.273,0.195,0.251,0.191,0.191,2.99,0.634,1.359,1.903,1
