id,N,D,C,I,K,F,P,S,APAAC3,APAAC4,APAAC5,APAAC6,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,_SolventAccessibilityD1001,_SecondaryStrD2001,_ChargeD2001,_ChargeD3001,_NormalizedVDWVD2001,DI,IA,ID,PS,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,PAAC22,label
Positive_274,3.96,5.941,2.97,6.683,6.683,4.208,4.455,8.168,3.907,5.862,2.93,7.571,0.24,0.334,0.265,0.285,0.748,0.136,0.309,0.354,0.399,0.361,0.24,0.334,0.347,0.27,0.201,0.228,0.037,0.186,0.221,0.179,0.211,1.238,0.495,1.238,0.248,0.743,1.238,0.5,0.25,0.25,0.25,3.059,1.529,3.441,3.441,2.294,4.206,4.962,1
Positive_455,4.535,4.952,1.79,6.802,7.1,4.236,4.177,8.174,4.702,5.134,1.856,6.743,0.242,0.304,0.272,0.276,0.781,0.115,0.302,0.323,0.369,0.389,0.242,0.304,0.371,0.264,0.25,0.261,0.024,0.178,0.256,0.186,0.204,0.179,0.119,0.358,0.06,1.193,0.179,0.42,0.3,0.54,0.36,2.573,0.93,3.534,3.689,2.17,4.247,4.72,1
Negative_1101,1.916,3.64,0.958,1.916,4.023,1.533,8.429,8.812,1.293,2.457,0.647,5.819,0.188,0.293,0.284,0.291,0.766,0.123,0.423,0.312,0.469,0.343,0.188,0.293,0.456,0.209,0.263,0.192,0.031,0.165,0.159,0.123,0.138,0.575,0.383,0.575,0.192,2.107,0.575,0.19,0.38,0.19,0.58,1.902,0.501,1.001,2.102,4.404,4.605,5.019,0
Positive_890,3.8,4.836,0.173,5.181,4.663,3.109,5.699,4.836,3.349,4.263,0.152,3.959,0.23,0.294,0.223,0.288,0.789,0.093,0.359,0.309,0.409,0.361,0.23,0.294,0.404,0.289,0.235,0.22,0.029,0.144,0.204,0.151,0.187,0.518,0.518,0.864,0.173,6.045,0.518,0.35,0.69,0.69,0.35,2.399,0.086,2.57,2.313,2.827,2.399,5.149,1
Positive_202,3.806,4.498,1.384,4.152,4.152,5.19,5.19,4.498,3.821,4.516,1.39,6.253,0.263,0.291,0.249,0.277,0.792,0.107,0.322,0.318,0.381,0.356,0.263,0.291,0.381,0.26,0.24,0.233,0.028,0.167,0.219,0.194,0.17,0.692,1.384,1.73,0.346,0.692,0.692,0.35,0.0,0.0,0.35,2.268,0.698,2.094,2.094,2.617,2.268,5.108,1
Positive_740,11.374,6.161,0.948,7.109,9.479,8.057,2.844,3.791,14.849,8.043,1.238,8.662,0.303,0.389,0.209,0.289,0.754,0.128,0.204,0.403,0.275,0.422,0.303,0.389,0.294,0.314,0.162,0.252,0.033,0.205,0.286,0.229,0.233,1.896,0.948,2.37,0.474,1.422,1.896,0.95,0.0,0.0,0.48,3.095,0.476,3.571,4.762,1.429,1.904,5.139,1
Positive_451,5.167,5.167,3.04,7.295,7.599,4.255,5.471,10.638,3.101,3.101,1.825,3.831,0.252,0.325,0.31,0.292,0.775,0.116,0.28,0.35,0.362,0.386,0.252,0.325,0.331,0.189,0.253,0.244,0.034,0.18,0.223,0.192,0.18,0.912,1.52,1.52,0.304,0.608,1.216,0.0,0.0,0.0,0.0,2.821,1.66,3.983,4.149,2.987,5.809,4.087,1
Negative_539,2.899,4.555,1.242,1.863,4.969,1.863,14.7,9.524,1.588,2.495,0.68,3.061,0.201,0.246,0.379,0.431,0.81,0.101,0.526,0.269,0.584,0.215,0.201,0.246,0.596,0.168,0.303,0.135,0.025,0.129,0.114,0.1,0.085,0.828,1.242,0.621,0.207,7.039,1.035,0.21,0.41,0.21,1.45,2.58,0.704,1.055,2.815,8.327,5.395,4.339,0
Negative_474,3.628,2.721,2.268,4.535,3.628,5.442,5.669,6.576,1.85,1.387,1.156,1.503,0.236,0.202,0.263,0.265,0.873,0.057,0.363,0.22,0.413,0.351,0.236,0.202,0.417,0.155,0.223,0.275,0.007,0.091,0.114,0.164,0.086,0.68,0.454,0.68,0.227,9.977,0.68,0.23,0.45,0.0,0.23,1.486,1.238,2.476,1.981,3.096,3.591,4.451,0
Negative_910,2.344,0.781,4.688,3.906,0.0,1.562,7.031,13.281,2.534,0.844,5.068,9.291,0.141,0.242,0.289,0.328,0.852,0.094,0.43,0.25,0.484,0.375,0.141,0.242,0.445,0.283,0.244,0.26,0.016,0.157,0.181,0.071,0.181,2.344,3.125,6.25,0.781,2.344,2.344,0.0,0.0,0.0,1.57,0.414,2.485,2.07,0.0,3.727,7.04,4.638,0
Positive_638,3.153,5.405,0.0,7.207,10.36,4.505,4.955,6.757,3.254,5.578,0.0,9.297,0.297,0.365,0.23,0.248,0.703,0.144,0.243,0.378,0.297,0.405,0.297,0.365,0.302,0.317,0.186,0.267,0.041,0.195,0.299,0.24,0.258,1.351,0.901,4.054,0.45,1.351,1.351,0.9,0.9,0.9,0.0,2.635,0.0,3.514,5.051,2.416,3.295,5.081,1
Positive_880,4.693,5.054,3.249,3.249,5.054,5.054,2.888,7.22,3.054,3.289,2.115,5.169,0.249,0.314,0.217,0.289,0.765,0.13,0.282,0.339,0.365,0.386,0.249,0.314,0.339,0.236,0.199,0.225,0.043,0.167,0.188,0.232,0.152,1.083,0.722,0.722,0.361,8.303,4.332,0.0,0.0,0.0,0.0,2.554,1.642,1.642,2.554,1.46,3.649,5.114,1
Positive_1200,4.913,1.734,2.89,8.382,5.202,6.936,3.468,8.671,2.537,0.895,1.492,1.642,0.283,0.217,0.269,0.228,0.847,0.049,0.269,0.237,0.315,0.402,0.283,0.217,0.332,0.209,0.281,0.258,0.02,0.078,0.206,0.232,0.174,0.578,1.445,1.445,0.289,0.578,0.578,0.0,0.58,0.0,0.29,0.923,1.538,4.461,2.769,1.846,4.615,4.599,1
Negative_550,1.363,4.337,2.478,1.735,2.107,4.213,5.948,9.294,1.394,4.435,2.534,5.701,0.196,0.261,0.258,0.257,0.807,0.099,0.357,0.285,0.425,0.379,0.196,0.261,0.394,0.254,0.251,0.257,0.021,0.158,0.208,0.154,0.18,0.867,0.248,0.248,0.124,0.867,0.867,0.0,0.0,0.0,0.99,2.241,1.281,0.897,1.089,3.074,4.803,5.036,0
Positive_796,3.313,6.625,1.863,6.625,7.246,4.969,2.899,5.383,2.876,5.751,1.617,4.313,0.257,0.306,0.205,0.286,0.77,0.116,0.321,0.327,0.406,0.337,0.257,0.306,0.369,0.307,0.214,0.23,0.027,0.168,0.234,0.185,0.197,0.621,0.414,1.242,0.207,1.035,0.621,0.62,0.62,0.21,0.21,3.293,0.926,3.293,3.601,1.441,2.676,5.542,1
Positive_778,4.04,4.798,3.03,3.535,7.323,2.525,4.293,8.081,3.078,3.656,2.309,5.579,0.278,0.359,0.26,0.242,0.732,0.121,0.268,0.386,0.346,0.376,0.278,0.359,0.326,0.273,0.238,0.256,0.035,0.172,0.276,0.21,0.225,0.758,0.505,0.758,0.253,1.263,0.758,0.0,0.0,0.25,0.0,2.426,1.532,1.788,3.703,2.171,4.087,5.098,1
Positive_677,5.629,3.974,1.987,4.305,6.623,3.642,4.636,8.94,5.857,4.135,2.068,8.958,0.295,0.344,0.281,0.281,0.755,0.126,0.255,0.368,0.315,0.391,0.295,0.344,0.328,0.256,0.233,0.246,0.01,0.189,0.286,0.223,0.239,0.662,0.662,0.662,0.331,7.616,0.662,0.33,0.0,0.0,0.33,1.98,0.99,2.145,3.3,2.31,4.454,5.179,1
Negative_819,1.087,1.087,4.348,5.435,16.304,1.087,0.0,6.522,1.008,1.008,4.033,2.017,0.38,0.304,0.272,0.185,0.728,0.033,0.348,0.326,0.402,0.217,0.38,0.304,0.413,0.187,0.253,0.275,0.022,0.044,0.242,0.154,0.176,8.696,2.174,5.435,1.087,32.609,8.696,0.0,0.0,0.0,0.0,0.507,2.028,2.536,7.606,0.0,3.043,5.897,0
Positive_545,3.237,5.036,1.619,4.496,6.835,4.856,6.835,7.914,3.135,4.877,1.568,7.142,0.268,0.329,0.281,0.291,0.754,0.124,0.315,0.356,0.381,0.351,0.268,0.329,0.383,0.252,0.231,0.223,0.029,0.177,0.232,0.198,0.189,1.259,0.36,0.719,0.18,1.799,1.259,0.0,0.0,0.0,0.54,2.552,0.82,2.278,3.463,3.463,4.01,5.054,1
Negative_283,2.772,2.132,3.625,3.198,0.426,5.757,6.397,8.529,1.218,0.937,1.593,1.499,0.194,0.139,0.288,0.269,0.913,0.055,0.352,0.164,0.409,0.397,0.194,0.139,0.403,0.15,0.353,0.231,0.009,0.09,0.141,0.145,0.109,0.853,0.426,0.64,0.213,5.544,0.853,0.21,0.43,0.0,0.85,1.255,2.134,1.883,0.251,3.766,5.021,4.25,0
Negative_1079,3.704,2.963,2.593,1.481,4.444,4.444,5.556,7.037,2.311,1.849,1.618,4.391,0.27,0.33,0.237,0.252,0.778,0.1,0.3,0.363,0.356,0.374,0.27,0.33,0.367,0.294,0.23,0.201,0.015,0.149,0.26,0.23,0.216,0.741,0.741,4.074,0.37,10.0,0.741,0.0,0.0,0.0,0.37,1.501,1.314,0.75,2.252,2.815,3.565,4.958,0
Positive_946,4.574,2.911,1.663,8.94,5.821,5.405,4.574,8.108,2.327,1.481,0.846,2.221,0.245,0.254,0.281,0.241,0.83,0.073,0.304,0.266,0.349,0.405,0.245,0.254,0.345,0.171,0.285,0.283,0.021,0.104,0.171,0.2,0.133,0.624,0.416,1.04,0.208,1.871,0.624,0.0,0.62,0.0,0.0,1.585,0.905,4.867,3.169,2.49,4.414,4.81,1
Positive_136,1.171,4.918,2.81,1.639,3.747,5.152,5.855,3.044,1.411,5.925,3.386,10.158,0.297,0.314,0.218,0.241,0.752,0.133,0.297,0.344,0.375,0.328,0.297,0.314,0.361,0.303,0.204,0.263,0.035,0.207,0.237,0.188,0.195,1.171,0.937,3.981,0.234,2.342,1.171,0.0,0.23,0.23,0.23,2.32,1.325,0.773,1.767,2.762,1.436,5.733,1
Positive_537,6.459,6.24,1.368,6.404,3.777,5.419,5.473,5.747,6.799,6.568,1.44,5.185,0.261,0.308,0.288,0.302,0.803,0.112,0.307,0.331,0.383,0.356,0.261,0.308,0.38,0.249,0.231,0.241,0.015,0.189,0.244,0.177,0.194,0.493,0.109,0.328,0.055,0.547,0.493,0.55,0.27,0.44,0.33,3.182,0.698,3.265,1.926,2.791,2.93,4.979,1
Negative_938,0.599,2.395,2.994,2.395,2.994,1.198,6.587,6.587,0.397,1.586,1.982,8.325,0.216,0.365,0.263,0.222,0.737,0.15,0.311,0.383,0.365,0.419,0.216,0.365,0.347,0.235,0.205,0.223,0.042,0.187,0.205,0.145,0.175,2.994,1.198,1.796,0.599,2.994,2.994,0.0,0.0,0.0,0.0,1.212,1.516,1.212,1.516,3.334,3.334,5.29,0
Positive_89,4.392,1.52,1.858,7.264,3.041,6.081,6.757,7.264,1.957,0.677,0.828,1.58,0.198,0.181,0.264,0.26,0.902,0.051,0.361,0.198,0.395,0.407,0.198,0.181,0.394,0.173,0.284,0.269,0.012,0.086,0.13,0.144,0.112,0.676,0.338,0.507,0.169,5.912,1.014,0.0,1.02,0.0,1.02,0.886,1.083,4.233,1.772,3.938,4.233,4.018,1
Negative_612,4.082,3.401,2.041,5.442,6.122,2.041,5.442,11.565,2.336,1.946,1.168,1.946,0.177,0.245,0.299,0.279,0.85,0.068,0.354,0.265,0.408,0.415,0.177,0.245,0.395,0.226,0.26,0.205,0.021,0.103,0.205,0.13,0.171,2.721,4.082,1.361,0.68,6.122,2.721,0.68,0.0,0.0,0.68,2.009,1.206,3.215,3.617,3.215,6.833,3.663,0
Negative_1000,1.714,4.0,4.857,2.286,3.143,4.0,8.571,9.143,1.169,2.728,3.312,3.312,0.2,0.263,0.277,0.283,0.809,0.089,0.377,0.294,0.466,0.334,0.2,0.263,0.42,0.278,0.238,0.195,0.017,0.155,0.212,0.112,0.178,0.571,0.571,0.571,0.286,5.714,0.571,0.0,0.29,0.0,1.43,2.152,2.613,1.23,1.691,4.612,4.92,4.603,0
Negative_510,3.46,4.498,2.249,3.46,3.633,4.325,7.439,11.419,2.962,3.851,1.926,5.925,0.192,0.265,0.308,0.344,0.81,0.114,0.388,0.294,0.455,0.353,0.192,0.265,0.438,0.206,0.265,0.211,0.009,0.173,0.177,0.128,0.146,0.346,0.346,0.692,0.173,3.46,0.346,0.0,0.17,0.17,1.56,2.43,1.215,1.869,1.963,4.019,6.169,4.444,0
Positive_923,4.356,5.347,1.584,5.545,5.545,4.554,4.356,7.525,5.483,6.73,1.994,8.973,0.273,0.339,0.255,0.273,0.76,0.125,0.281,0.362,0.35,0.376,0.273,0.339,0.352,0.294,0.206,0.248,0.024,0.202,0.27,0.222,0.224,0.594,0.792,0.792,0.198,1.98,0.594,0.2,0.0,0.2,0.4,2.615,0.775,2.712,2.712,2.131,3.681,5.334,1
Negative_604,2.062,6.186,4.124,3.093,4.124,0.0,5.155,8.247,0.715,2.145,1.43,2.145,0.227,0.32,0.216,0.309,0.732,0.124,0.32,0.34,0.423,0.351,0.227,0.32,0.371,0.198,0.198,0.156,0.042,0.167,0.146,0.156,0.104,2.062,2.062,8.247,1.031,6.186,2.062,1.04,1.04,0.0,1.04,3.071,2.047,1.535,2.047,2.559,4.094,4.569,0
Positive_206,3.8,6.855,0.522,6.259,5.961,3.279,4.173,5.514,3.48,6.277,0.478,8.325,0.236,0.367,0.215,0.282,0.714,0.159,0.279,0.382,0.353,0.411,0.236,0.367,0.326,0.334,0.183,0.219,0.043,0.226,0.282,0.2,0.253,0.149,0.149,0.149,0.075,0.522,0.149,0.67,0.22,0.52,0.15,3.355,0.255,3.063,2.918,2.042,2.699,5.259,1
Positive_926,3.955,5.172,1.826,6.897,7.404,5.274,4.97,5.578,2.199,2.876,1.015,3.835,0.307,0.323,0.255,0.245,0.744,0.121,0.262,0.348,0.332,0.361,0.307,0.323,0.334,0.237,0.213,0.27,0.039,0.162,0.258,0.217,0.205,0.304,0.304,0.304,0.101,0.507,0.304,0.51,0.2,0.1,0.61,2.605,0.92,3.474,3.729,2.503,2.809,5.022,1
Negative_1094,3.286,4.225,2.817,5.634,2.347,7.042,4.225,8.451,1.828,2.35,1.567,1.044,0.263,0.174,0.282,0.263,0.869,0.061,0.333,0.207,0.404,0.333,0.263,0.174,0.404,0.184,0.344,0.255,0.009,0.104,0.17,0.16,0.132,0.939,2.817,2.817,0.469,1.408,1.878,0.0,0.47,0.47,0.0,2.288,1.525,3.051,1.271,2.288,4.576,4.873,0
Negative_848,1.884,4.203,2.754,2.609,2.319,3.478,6.812,4.203,1.484,3.311,2.169,3.425,0.214,0.233,0.228,0.265,0.826,0.086,0.348,0.252,0.417,0.368,0.214,0.233,0.39,0.266,0.238,0.222,0.019,0.141,0.2,0.171,0.183,0.435,0.29,0.435,0.145,5.652,0.435,0.0,0.0,0.0,0.15,2.148,1.407,1.333,1.185,3.481,2.148,4.921,0
Positive_991,4.047,5.902,3.035,6.071,6.071,4.047,5.734,6.577,2.786,4.063,2.09,6.269,0.275,0.361,0.263,0.256,0.717,0.15,0.265,0.383,0.354,0.371,0.275,0.361,0.315,0.265,0.176,0.277,0.051,0.22,0.269,0.193,0.226,1.686,0.337,1.349,0.169,2.698,2.192,1.01,0.17,0.51,0.0,2.961,1.523,3.046,3.046,2.877,3.299,4.969,1
Negative_482,2.372,3.077,0.385,2.244,2.949,1.731,17.885,9.103,1.982,2.571,0.322,2.946,0.12,0.215,0.373,0.41,0.879,0.066,0.54,0.241,0.574,0.306,0.12,0.215,0.575,0.173,0.303,0.137,0.008,0.101,0.13,0.09,0.103,0.256,0.385,0.513,0.064,0.128,0.256,0.13,0.13,0.13,1.8,1.907,0.239,1.391,1.828,11.084,5.642,3.846,0
Negative_122,1.258,5.031,1.887,6.918,1.258,5.66,3.774,8.176,0.702,2.807,1.053,1.755,0.233,0.182,0.258,0.277,0.855,0.082,0.358,0.208,0.428,0.34,0.233,0.182,0.421,0.177,0.291,0.234,0.025,0.139,0.146,0.146,0.095,1.258,1.887,3.774,0.629,1.258,1.258,0.63,0.0,1.27,0.0,2.618,0.982,3.6,0.655,1.964,4.254,4.558,0
Negative_1158,2.667,4.0,8.0,0.0,8.0,2.667,8.0,5.333,1.052,1.577,3.155,2.629,0.387,0.427,0.267,0.28,0.653,0.107,0.253,0.467,0.373,0.24,0.387,0.427,0.32,0.176,0.162,0.149,0.054,0.108,0.176,0.23,0.149,2.667,13.333,20.0,1.333,6.667,2.667,0.0,0.0,0.0,2.7,1.806,3.612,0.0,3.612,3.612,2.408,4.89,0
Negative_221,4.098,1.639,4.918,2.459,4.918,5.738,13.115,10.656,3.421,1.368,4.105,2.053,0.328,0.27,0.328,0.311,0.803,0.041,0.328,0.287,0.393,0.279,0.328,0.27,0.385,0.215,0.289,0.198,0.008,0.074,0.198,0.207,0.165,1.639,1.639,1.639,0.82,5.738,1.639,0.0,0.0,0.0,0.83,0.777,2.332,1.166,2.332,6.219,5.053,5.494,0
Positive_1076,5.401,5.575,1.742,6.272,6.098,4.181,4.704,6.62,5.069,5.232,1.635,4.741,0.237,0.291,0.24,0.31,0.793,0.106,0.308,0.317,0.382,0.382,0.237,0.291,0.369,0.302,0.225,0.253,0.017,0.157,0.264,0.183,0.223,0.348,0.348,0.348,0.174,4.878,2.091,0.35,0.35,0.17,0.52,2.868,0.896,3.226,3.137,2.42,3.405,4.818,1
Positive_834,3.793,5.172,1.724,6.552,3.793,4.828,6.207,5.517,3.085,4.207,1.402,8.974,0.228,0.328,0.231,0.286,0.748,0.162,0.283,0.359,0.352,0.421,0.228,0.328,0.345,0.301,0.211,0.273,0.028,0.215,0.277,0.187,0.208,1.379,0.69,2.069,0.345,1.034,1.379,0.35,0.69,0.35,0.35,2.593,0.864,3.284,1.901,3.112,2.766,4.87,1
Negative_879,3.565,3.752,2.439,4.503,4.878,2.814,4.878,6.004,3.821,4.021,2.614,6.234,0.174,0.272,0.22,0.276,0.814,0.096,0.37,0.287,0.432,0.394,0.174,0.272,0.39,0.297,0.209,0.233,0.023,0.15,0.209,0.113,0.19,0.938,0.375,0.563,0.188,2.439,0.938,0.0,0.38,0.0,0.38,1.997,1.298,2.397,2.597,2.597,3.196,5.036,0
Negative_975,0.826,4.132,0.413,0.826,3.719,1.24,7.851,4.132,0.262,1.311,0.131,4.852,0.236,0.426,0.194,0.273,0.665,0.194,0.326,0.467,0.372,0.393,0.236,0.426,0.376,0.232,0.166,0.108,0.037,0.133,0.108,0.183,0.108,0.826,1.24,2.066,0.413,11.157,2.479,0.0,0.0,0.0,0.0,2.038,0.204,0.407,1.834,3.872,2.038,5.72,0
Positive_659,2.901,5.416,2.128,5.416,5.029,3.675,4.836,4.255,2.517,4.699,1.846,5.706,0.228,0.296,0.213,0.275,0.762,0.12,0.338,0.311,0.414,0.358,0.228,0.296,0.373,0.298,0.209,0.256,0.035,0.159,0.236,0.176,0.207,0.774,0.387,1.934,0.193,8.704,0.774,0.58,0.19,0.0,0.19,2.703,1.062,2.703,2.51,2.413,2.124,5.293,1
Negative_407,1.512,4.536,2.612,3.093,3.23,5.017,5.361,9.897,1.572,4.715,2.715,6.859,0.229,0.277,0.258,0.254,0.793,0.111,0.322,0.311,0.394,0.377,0.229,0.277,0.371,0.254,0.238,0.247,0.019,0.18,0.228,0.178,0.191,0.412,0.344,0.344,0.069,0.206,0.412,0.21,0.0,0.07,0.62,2.329,1.341,1.588,1.659,2.753,5.082,4.968,0
Negative_1192,0.0,0.0,10.345,0.0,0.0,5.172,1.724,6.897,0.0,0.0,9.521,1.587,0.397,0.121,0.328,0.448,0.879,0.017,0.448,0.121,0.552,0.052,0.397,0.121,0.672,0.07,0.351,0.14,0.018,0.018,0.158,0.018,0.053,18.966,8.621,5.172,1.724,86.207,18.966,0.0,0.0,0.0,1.75,0.0,4.576,0.0,0.0,0.763,3.051,5.806,0
Negative_1185,2.985,7.463,0.0,0.746,0.746,4.478,18.657,8.955,1.261,3.152,0.0,1.576,0.209,0.358,0.351,0.44,0.784,0.112,0.388,0.396,0.463,0.328,0.209,0.358,0.433,0.143,0.226,0.068,0.015,0.165,0.09,0.09,0.075,1.493,1.493,2.985,0.746,14.925,1.493,0.0,0.0,0.0,0.75,4.061,0.0,0.406,0.406,10.151,4.872,4.978,0
Positive_714,3.295,5.061,1.412,5.218,5.1,3.295,4.315,6.316,3.445,5.291,1.476,6.85,0.254,0.313,0.255,0.239,0.773,0.116,0.29,0.346,0.355,0.391,0.254,0.313,0.348,0.263,0.211,0.255,0.031,0.173,0.253,0.2,0.214,0.078,0.078,0.157,0.039,1.334,0.078,0.24,0.2,0.24,0.43,2.568,0.716,2.648,2.588,2.189,3.205,5.259,1
Negative_1216,2.577,7.216,0.515,2.062,2.577,2.062,14.433,4.639,1.767,4.948,0.353,6.008,0.201,0.33,0.278,0.402,0.737,0.16,0.428,0.356,0.505,0.294,0.201,0.33,0.464,0.249,0.238,0.135,0.016,0.244,0.161,0.114,0.135,4.124,1.031,5.155,0.515,4.124,4.124,0.52,0.0,1.04,1.55,3.65,0.261,1.043,1.304,7.301,2.347,4.839,0
Positive_23,5.292,3.064,3.621,7.242,3.621,4.178,3.064,7.521,2.505,1.45,1.714,1.187,0.226,0.237,0.245,0.234,0.847,0.056,0.306,0.251,0.373,0.401,0.226,0.237,0.357,0.218,0.285,0.291,0.02,0.081,0.19,0.17,0.165,0.836,0.557,1.671,0.279,3.621,1.114,0.0,0.0,0.0,0.0,1.644,1.942,3.885,1.942,1.644,4.034,4.677,1
Positive_776,6.094,6.371,0.831,6.648,5.54,3.047,2.216,5.817,7.268,7.598,0.991,6.277,0.244,0.319,0.244,0.283,0.787,0.116,0.271,0.352,0.343,0.413,0.244,0.319,0.346,0.289,0.217,0.261,0.019,0.208,0.253,0.233,0.197,0.554,1.108,1.108,0.277,7.202,0.554,0.56,0.56,0.28,0.0,3.226,0.421,3.366,2.805,1.122,2.946,5.122,1
Negative_1017,4.557,2.532,3.797,5.823,3.797,6.329,5.063,9.62,2.518,1.399,2.098,0.56,0.268,0.192,0.306,0.266,0.876,0.035,0.319,0.223,0.382,0.349,0.268,0.192,0.397,0.15,0.302,0.292,0.005,0.061,0.16,0.15,0.122,1.266,1.266,0.506,0.253,20.759,1.266,0.0,0.25,0.0,0.25,1.379,2.069,3.172,2.069,2.758,5.241,4.701,0
Positive_140,0.556,5.0,1.667,3.889,4.444,4.444,6.111,6.111,0.885,7.962,2.654,11.5,0.206,0.278,0.2,0.272,0.767,0.122,0.339,0.289,0.406,0.389,0.206,0.278,0.372,0.33,0.207,0.201,0.028,0.201,0.251,0.145,0.223,2.778,1.111,5.0,0.556,1.667,2.778,0.56,0.56,0.56,0.56,2.427,0.809,1.888,2.157,2.966,2.966,4.876,1
Negative_144,3.804,3.804,3.261,2.174,1.087,3.804,10.326,5.435,3.182,3.182,2.728,6.365,0.168,0.332,0.245,0.304,0.826,0.114,0.326,0.364,0.397,0.435,0.168,0.332,0.37,0.268,0.246,0.208,0.005,0.148,0.208,0.186,0.175,1.087,3.261,3.261,0.543,1.087,1.087,0.0,1.09,0.0,1.09,2.101,1.802,1.201,0.601,5.704,3.003,4.629,0
Positive_245,2.935,4.403,0.839,3.983,4.822,5.87,4.193,6.289,2.845,4.269,0.813,5.285,0.256,0.294,0.229,0.27,0.788,0.099,0.327,0.323,0.379,0.365,0.256,0.294,0.384,0.286,0.25,0.214,0.029,0.16,0.231,0.214,0.187,0.839,0.419,1.048,0.21,10.482,1.048,0.0,0.21,0.42,0.21,2.182,0.416,1.974,2.389,2.078,3.116,5.441,1
Positive_965,2.893,6.818,0.826,3.926,4.959,2.273,7.025,11.157,1.881,4.433,0.537,4.971,0.238,0.362,0.285,0.329,0.731,0.145,0.326,0.395,0.403,0.36,0.238,0.362,0.388,0.267,0.184,0.161,0.035,0.205,0.209,0.182,0.178,1.446,1.446,0.413,0.207,0.62,1.446,0.41,0.41,0.0,1.86,3.461,0.419,1.993,2.517,3.566,5.664,5.302,1
Negative_112,4.032,4.839,3.763,4.839,6.989,3.763,3.763,9.946,3.868,4.642,3.61,4.642,0.255,0.274,0.258,0.298,0.788,0.097,0.355,0.306,0.441,0.304,0.255,0.274,0.403,0.229,0.283,0.229,0.032,0.156,0.208,0.173,0.178,1.882,0.538,0.806,0.269,2.419,1.882,0.0,0.27,0.27,0.0,2.445,1.902,2.445,3.532,1.902,5.026,4.801,0
Positive_480,2.668,4.62,1.832,3.624,3.385,3.505,5.934,7.925,3.005,5.203,2.063,6.682,0.205,0.272,0.25,0.294,0.804,0.106,0.356,0.299,0.421,0.374,0.205,0.272,0.405,0.273,0.233,0.224,0.021,0.168,0.215,0.144,0.187,0.08,0.159,0.159,0.04,0.08,0.08,0.2,0.36,0.2,0.32,2.373,0.941,1.861,1.738,3.048,4.07,5.007,1
Negative_989,3.564,4.796,1.815,3.824,4.472,2.528,10.305,9.981,2.784,3.747,1.418,3.949,0.202,0.291,0.327,0.35,0.802,0.099,0.391,0.31,0.457,0.341,0.202,0.291,0.439,0.226,0.269,0.19,0.022,0.145,0.189,0.155,0.16,0.324,0.194,0.13,0.065,0.389,0.324,0.19,0.19,0.13,0.32,2.576,0.975,2.054,2.402,5.535,5.361,4.52,0
Negative_369,3.819,3.125,4.861,4.861,6.597,4.167,4.514,7.639,2.007,1.642,2.554,4.562,0.24,0.316,0.264,0.222,0.764,0.118,0.292,0.33,0.372,0.389,0.24,0.316,0.337,0.244,0.209,0.289,0.024,0.143,0.244,0.202,0.209,2.778,0.694,1.389,0.347,2.778,2.778,0.0,0.35,0.0,0.7,1.655,2.574,2.574,3.493,2.39,4.045,5.16,0
Negative_711,2.812,6.562,3.438,7.812,6.25,2.812,6.562,7.5,2.99,6.977,3.656,6.977,0.191,0.3,0.241,0.328,0.775,0.131,0.338,0.325,0.438,0.372,0.191,0.3,0.375,0.27,0.238,0.207,0.022,0.191,0.235,0.16,0.21,0.625,1.25,1.25,0.312,0.625,0.625,0.63,0.31,0.94,0.31,3.47,1.818,4.131,3.305,3.47,3.966,4.757,0
Positive_538,5.424,3.729,1.695,5.085,6.78,4.407,4.746,7.797,4.155,2.856,1.298,5.453,0.227,0.305,0.278,0.275,0.783,0.108,0.339,0.308,0.393,0.38,0.227,0.305,0.383,0.255,0.207,0.272,0.027,0.17,0.211,0.143,0.197,0.678,1.695,1.017,0.339,0.678,0.678,0.0,0.0,0.34,0.34,1.932,0.878,2.634,3.512,2.458,4.039,4.781,1
Positive_1099,4.15,5.89,0.535,7.363,6.827,2.276,5.489,6.024,3.873,5.497,0.499,7.246,0.238,0.337,0.245,0.273,0.738,0.137,0.308,0.356,0.372,0.39,0.238,0.337,0.356,0.311,0.206,0.217,0.021,0.212,0.24,0.16,0.205,0.402,0.535,0.268,0.134,0.937,0.402,0.4,0.8,0.4,0.27,2.96,0.269,3.7,3.431,2.759,3.028,4.908,1
Negative_991,4.678,4.094,8.772,4.094,3.509,2.339,7.018,6.433,3.525,3.085,6.61,4.848,0.216,0.251,0.316,0.275,0.813,0.105,0.339,0.281,0.468,0.316,0.216,0.251,0.404,0.206,0.271,0.224,0.029,0.171,0.176,0.147,0.153,1.17,2.339,5.263,0.585,1.17,1.17,1.18,0.0,0.0,0.59,2.236,4.792,2.236,1.917,3.834,3.514,4.679,0
